set,model,seed,target,n,MAE,RMSE,R2,rho,publication
per_pub,1D-CNN,1,Abs. λmax (nm),100,36.0478,43.5429,-0.0238,0.2464,10.1016/j.dyepig.2018.01.043
per_pub,1D-CNN,1,Em. λmax (nm),100,33.3709,39.9642,-0.3204,0.1738,10.1016/j.dyepig.2018.01.043
per_pub,1D-CNN,1,ΦF (quantum yield),70,0.3124,0.3617,-0.7264,-0.4078,10.1016/j.dyepig.2018.01.043
per_pub,1D-CNN,1,Abs. λmax (nm),96,27.6616,31.2531,0.6304,0.8297,10.1021/acs.joc.9b01425
per_pub,1D-CNN,1,Em. λmax (nm),96,26.6337,30.5751,0.5665,0.8541,10.1021/acs.joc.9b01425
per_pub,1D-CNN,1,ΦF (quantum yield),96,0.2543,0.3002,-0.2896,0.1986,10.1021/acs.joc.9b01425
per_pub,1D-CNN,1,log ε,96,0.1215,0.1498,0.3416,0.7295,10.1021/acs.joc.9b01425
per_pub,1D-CNN,1,Abs. λmax (nm),23,31.8743,39.5119,-0.3443,0.5781,10.1021/acs.joc.9b00020
per_pub,1D-CNN,1,Em. λmax (nm),23,19.0394,23.9459,-0.3956,0.33,10.1021/acs.joc.9b00020
per_pub,1D-CNN,1,ΦF (quantum yield),23,0.2089,0.2387,-0.4002,0.4585,10.1021/acs.joc.9b00020
per_pub,1D-CNN,1,log ε,23,0.15,0.1878,-3.5881,-0.0332,10.1021/acs.joc.9b00020
per_pub,1D-CNN,1,Abs. λmax (nm),83,44.5732,50.0424,-4.2832,0.6855,10.1021/ol503379c
per_pub,1D-CNN,1,Em. λmax (nm),83,82.6293,85.3732,-18.4143,0.7481,10.1021/ol503379c
per_pub,1D-CNN,1,ΦF (quantum yield),83,0.4447,0.4777,-3.2171,0.1011,10.1021/ol503379c
per_pub,1D-CNN,1,log ε,81,0.1675,0.2083,-4.8307,-0.1215,10.1021/ol503379c
per_pub,1D-CNN,1,Abs. λmax (nm),96,30.1114,36.7838,-11.301,0.1862,10.1039/c7cp08472b
per_pub,1D-CNN,1,Em. λmax (nm),96,46.5568,53.9628,-21.7811,0.1176,10.1039/c7cp08472b
per_pub,1D-CNN,1,ΦF (quantum yield),90,0.3288,0.3559,0.0399,0.5738,10.1039/c7cp08472b
per_pub,1D-CNN,1,Abs. λmax (nm),35,30.322,35.4922,-4.6863,0.0879,10.1021/acs.joc.8b01429
per_pub,1D-CNN,1,Em. λmax (nm),35,63.1138,70.2472,-6.2822,0.0803,10.1021/acs.joc.8b01429
per_pub,1D-CNN,1,ΦF (quantum yield),33,0.2266,0.2749,0.1795,0.3035,10.1021/acs.joc.8b01429
per_pub,1D-CNN,1,log ε,35,0.1854,0.2333,-0.8611,-0.3864,10.1021/acs.joc.8b01429
per_pub,1D-CNN,1,Abs. λmax (nm),90,14.0924,18.9055,0.2676,0.5731,10.1016/j.tet.2011.11.070
per_pub,1D-CNN,1,Em. λmax (nm),90,15.1022,18.8606,0.2755,0.4443,10.1016/j.tet.2011.11.070
per_pub,1D-CNN,1,ΦF (quantum yield),90,0.3711,0.4106,-2.0024,0.6204,10.1016/j.tet.2011.11.070
per_pub,1D-CNN,1,log ε,90,0.2753,0.3494,-1.1695,-0.3576,10.1016/j.tet.2011.11.070
per_pub,1D-CNN,1,Abs. λmax (nm),14,72.2162,77.7934,-3.6623,0.8493,10.1016/j.jphotobiol.2017.12.006
per_pub,1D-CNN,1,Em. λmax (nm),14,75.2315,78.8539,-28.2869,0.6088,10.1016/j.jphotobiol.2017.12.006
per_pub,1D-CNN,1,ΦF (quantum yield),14,0.4645,0.4804,-4.4983,0.3439,10.1016/j.jphotobiol.2017.12.006
per_pub,1D-CNN,1,log ε,14,0.1413,0.1788,-5.0309,-0.2684,10.1016/j.jphotobiol.2017.12.006
per_pub,1D-CNN,1,Abs. λmax (nm),12,30.1006,40.966,-6.19,0.3047,10.1016/j.dyepig.2018.04.070
per_pub,1D-CNN,1,Em. λmax (nm),12,51.8696,64.9788,-0.0022,0.5245,10.1016/j.dyepig.2018.04.070
per_pub,1D-CNN,1,ΦF (quantum yield),12,0.2001,0.2681,0.1978,0.7531,10.1016/j.dyepig.2018.04.070
per_pub,1D-CNN,1,log ε,12,0.1997,0.2605,-0.0065,-0.0681,10.1016/j.dyepig.2018.04.070
per_pub,1D-CNN,1,Abs. λmax (nm),43,66.1837,72.0777,-74.4817,0.295,10.1021/acs.joc.8b02933
per_pub,1D-CNN,1,Em. λmax (nm),43,81.8899,87.3415,-69.6536,0.1409,10.1021/acs.joc.8b02933
per_pub,1D-CNN,1,ΦF (quantum yield),43,0.3654,0.4186,-3.6071,0.2904,10.1021/acs.joc.8b02933
per_pub,1D-CNN,1,log ε,43,0.1512,0.1711,-1.5755,0.3312,10.1021/acs.joc.8b02933
per_pub,Transformer,1,Abs. λmax (nm),138,48.5834,57.4626,-1.3216,0.3878,10.1021/acs.joc.6b00414
per_pub,Transformer,1,Em. λmax (nm),138,43.7931,55.8978,-0.581,0.477,10.1021/acs.joc.6b00414
per_pub,Transformer,1,ΦF (quantum yield),138,0.417,0.4672,-0.4934,0.1292,10.1021/acs.joc.6b00414
per_pub,Transformer,1,log ε,138,0.1794,0.2215,-0.0631,0.1645,10.1021/acs.joc.6b00414
per_pub,Transformer,1,Abs. λmax (nm),22,20.5208,26.8392,0.5108,0.6614,10.1021/ol202379w
per_pub,Transformer,1,Em. λmax (nm),22,32.2098,39.6846,-0.0276,0.6743,10.1021/ol202379w
per_pub,Transformer,1,ΦF (quantum yield),20,0.3505,0.372,-2.8479,0.1876,10.1021/ol202379w
per_pub,Transformer,1,Abs. λmax (nm),100,42.3173,57.6008,-0.7917,0.3979,10.1016/j.dyepig.2018.01.043
per_pub,Transformer,1,Em. λmax (nm),100,55.0773,66.4521,-2.6507,0.264,10.1016/j.dyepig.2018.01.043
per_pub,Transformer,1,ΦF (quantum yield),70,0.3807,0.4803,-2.0436,-0.3743,10.1016/j.dyepig.2018.01.043
per_pub,Transformer,1,Abs. λmax (nm),96,45.3827,57.137,-0.2353,0.1003,10.1021/acs.joc.9b01425
per_pub,Transformer,1,Em. λmax (nm),96,41.8927,52.3505,-0.271,0.2413,10.1021/acs.joc.9b01425
per_pub,Transformer,1,ΦF (quantum yield),96,0.2564,0.3119,-0.3923,0.0179,10.1021/acs.joc.9b01425
per_pub,Transformer,1,log ε,96,0.1529,0.1902,-0.062,0.2597,10.1021/acs.joc.9b01425
per_pub,Transformer,1,Abs. λmax (nm),23,24.9073,31.7014,0.1346,0.3801,10.1021/acs.joc.9b00020
per_pub,Transformer,1,Em. λmax (nm),23,25.9058,30.8853,-1.3217,0.2607,10.1021/acs.joc.9b00020
per_pub,Transformer,1,ΦF (quantum yield),23,0.1793,0.2192,-0.1814,0.3559,10.1021/acs.joc.9b00020
per_pub,Transformer,1,log ε,23,0.2213,0.2526,-7.3055,-0.4297,10.1021/acs.joc.9b00020
per_pub,Transformer,1,Abs. λmax (nm),83,44.8637,53.1295,-4.9551,0.7564,10.1021/ol503379c
per_pub,Transformer,1,Em. λmax (nm),83,42.8469,52.9161,-6.4585,0.58,10.1021/ol503379c
per_pub,Transformer,1,ΦF (quantum yield),83,0.4614,0.5248,-4.0898,-0.2421,10.1021/ol503379c
per_pub,Transformer,1,log ε,81,0.1024,0.1258,-1.1254,0.3581,10.1021/ol503379c
per_pub,Transformer,1,Abs. λmax (nm),96,76.5273,87.3561,-68.3769,-0.1738,10.1039/c7cp08472b
per_pub,Transformer,1,Em. λmax (nm),96,92.1881,102.2006,-80.7133,-0.1284,10.1039/c7cp08472b
per_pub,Transformer,1,ΦF (quantum yield),90,0.3761,0.414,-0.2995,-0.0823,10.1039/c7cp08472b
per_pub,Transformer,1,Abs. λmax (nm),35,38.713,43.3122,-7.4681,0.3924,10.1021/acs.joc.8b01429
per_pub,Transformer,1,Em. λmax (nm),35,83.8589,91.4601,-11.3444,0.0673,10.1021/acs.joc.8b01429
per_pub,Transformer,1,ΦF (quantum yield),33,0.3198,0.3615,-0.4187,-0.0701,10.1021/acs.joc.8b01429
per_pub,Transformer,1,log ε,35,0.1796,0.2255,-0.7392,-0.1791,10.1021/acs.joc.8b01429
per_pub,Transformer,1,Abs. λmax (nm),90,17.556,22.4717,-0.0348,0.2185,10.1016/j.tet.2011.11.070
per_pub,Transformer,1,Em. λmax (nm),90,16.3536,21.2682,0.0787,0.4967,10.1016/j.tet.2011.11.070
per_pub,Transformer,1,ΦF (quantum yield),90,0.2332,0.2611,-0.2145,0.6295,10.1016/j.tet.2011.11.070
per_pub,Transformer,1,log ε,90,0.2586,0.3258,-0.8864,-0.1444,10.1016/j.tet.2011.11.070
per_pub,Transformer,1,Abs. λmax (nm),14,42.3765,48.0776,-0.7807,0.8273,10.1016/j.jphotobiol.2017.12.006
per_pub,Transformer,1,Em. λmax (nm),14,44.074,56.8038,-14.1978,0.9077,10.1016/j.jphotobiol.2017.12.006
per_pub,Transformer,1,ΦF (quantum yield),14,0.3501,0.3824,-2.4837,0.1641,10.1016/j.jphotobiol.2017.12.006
per_pub,Transformer,1,log ε,14,0.109,0.1384,-2.6152,0.3872,10.1016/j.jphotobiol.2017.12.006
per_pub,Transformer,1,Abs. λmax (nm),12,36.1519,49.4732,-9.4863,0.5849,10.1016/j.dyepig.2018.04.070
per_pub,Transformer,1,Em. λmax (nm),12,24.0852,31.7398,0.7609,0.7762,10.1016/j.dyepig.2018.04.070
per_pub,Transformer,1,ΦF (quantum yield),12,0.4033,0.4234,-0.9998,-0.599,10.1016/j.dyepig.2018.04.070
per_pub,Transformer,1,log ε,12,0.2661,0.3402,-0.7168,-0.6274,10.1016/j.dyepig.2018.04.070
per_pub,Transformer,1,Abs. λmax (nm),43,85.4194,93.0938,-124.9163,0.0255,10.1021/acs.joc.8b02933
per_pub,Transformer,1,Em. λmax (nm),43,84.6385,91.8111,-77.07,0.2722,10.1021/acs.joc.8b02933
per_pub,Transformer,1,ΦF (quantum yield),43,0.1755,0.2459,-0.5898,0.5853,10.1021/acs.joc.8b02933
per_pub,Transformer,1,log ε,43,0.1814,0.223,-3.3748,-0.2121,10.1021/acs.joc.8b02933
per_pub,GATv2,1,Abs. λmax (nm),138,60.9984,65.9721,-2.0601,0.6889,10.1021/acs.joc.6b00414
per_pub,GATv2,1,Em. λmax (nm),138,54.7789,57.8365,-0.6926,0.78,10.1021/acs.joc.6b00414
per_pub,GATv2,1,ΦF (quantum yield),138,0.4013,0.4309,-0.2704,-0.0131,10.1021/acs.joc.6b00414
per_pub,GATv2,1,log ε,138,0.202,0.2377,-0.2243,0.1252,10.1021/acs.joc.6b00414
per_pub,GATv2,1,Abs. λmax (nm),22,16.4538,21.2325,0.6939,0.9468,10.1021/ol202379w
per_pub,GATv2,1,Em. λmax (nm),22,15.2782,17.6226,0.7974,0.9293,10.1021/ol202379w
per_pub,GATv2,1,ΦF (quantum yield),20,0.4094,0.446,-4.5307,0.6014,10.1021/ol202379w
per_pub,GATv2,1,Abs. λmax (nm),100,43.7022,59.4617,-0.9093,0.4344,10.1016/j.dyepig.2018.01.043
per_pub,GATv2,1,Em. λmax (nm),100,35.8303,48.8816,-0.9754,0.6265,10.1016/j.dyepig.2018.01.043
per_pub,GATv2,1,ΦF (quantum yield),70,0.2483,0.2899,-0.1088,0.2223,10.1016/j.dyepig.2018.01.043
per_pub,GATv2,1,Abs. λmax (nm),96,43.7633,56.5491,-0.21,0.5677,10.1021/acs.joc.9b01425
per_pub,GATv2,1,Em. λmax (nm),96,37.9484,48.7781,-0.1034,0.577,10.1021/acs.joc.9b01425
per_pub,GATv2,1,ΦF (quantum yield),96,0.2064,0.2467,0.1288,0.4272,10.1021/acs.joc.9b01425
per_pub,GATv2,1,log ε,96,0.1587,0.203,-0.2101,0.1329,10.1021/acs.joc.9b01425
per_pub,GATv2,1,Abs. λmax (nm),23,76.6752,102.2866,-8.009,-0.5187,10.1021/acs.joc.9b00020
per_pub,GATv2,1,Em. λmax (nm),23,58.349,77.0381,-13.4449,0.3745,10.1021/acs.joc.9b00020
per_pub,GATv2,1,ΦF (quantum yield),23,0.2065,0.2263,-0.2589,0.2642,10.1021/acs.joc.9b00020
per_pub,GATv2,1,log ε,23,0.2233,0.2575,-7.6311,-0.4055,10.1021/acs.joc.9b00020
per_pub,GATv2,1,Abs. λmax (nm),83,55.5206,67.8656,-8.7167,0.6035,10.1021/ol503379c
per_pub,GATv2,1,Em. λmax (nm),83,56.9709,74.5788,-13.8152,0.4602,10.1021/ol503379c
per_pub,GATv2,1,ΦF (quantum yield),83,0.5111,0.5649,-4.8963,-0.5044,10.1021/ol503379c
per_pub,GATv2,1,log ε,81,0.1644,0.2114,-5.0039,0.1648,10.1021/ol503379c
per_pub,GATv2,1,Abs. λmax (nm),96,14.8083,17.2327,-1.6998,0.3639,10.1039/c7cp08472b
per_pub,GATv2,1,Em. λmax (nm),96,29.8566,32.2789,-7.1512,0.4222,10.1039/c7cp08472b
per_pub,GATv2,1,ΦF (quantum yield),90,0.3239,0.3439,0.1031,0.6929,10.1039/c7cp08472b
per_pub,GATv2,1,Abs. λmax (nm),35,45.9463,48.1564,-9.4682,0.335,10.1021/acs.joc.8b01429
per_pub,GATv2,1,Em. λmax (nm),35,94.9796,100.2529,-13.832,-0.15,10.1021/acs.joc.8b01429
per_pub,GATv2,1,ΦF (quantum yield),33,0.3091,0.3526,-0.35,0.3752,10.1021/acs.joc.8b01429
per_pub,GATv2,1,log ε,35,0.1439,0.1813,-0.1247,0.0754,10.1021/acs.joc.8b01429
per_pub,GATv2,1,Abs. λmax (nm),90,16.4444,19.6916,0.2054,0.5275,10.1016/j.tet.2011.11.070
per_pub,GATv2,1,Em. λmax (nm),90,15.104,18.049,0.3365,0.5909,10.1016/j.tet.2011.11.070
per_pub,GATv2,1,ΦF (quantum yield),90,0.4059,0.43,-2.2937,0.6497,10.1016/j.tet.2011.11.070
per_pub,GATv2,1,log ε,90,0.2997,0.3622,-1.3315,-0.1937,10.1016/j.tet.2011.11.070
per_pub,GATv2,1,Abs. λmax (nm),14,65.4756,86.6574,-4.7853,0.6293,10.1016/j.jphotobiol.2017.12.006
per_pub,GATv2,1,Em. λmax (nm),14,51.5243,70.2605,-22.2514,0.6,10.1016/j.jphotobiol.2017.12.006
per_pub,GATv2,1,ΦF (quantum yield),14,0.5607,0.5922,-7.3561,-0.5732,10.1016/j.jphotobiol.2017.12.006
per_pub,GATv2,1,log ε,14,0.1728,0.2256,-8.6063,0.2926,10.1016/j.jphotobiol.2017.12.006
per_pub,GATv2,1,Abs. λmax (nm),12,48.7424,60.7815,-14.8279,0.6095,10.1016/j.dyepig.2018.04.070
per_pub,GATv2,1,Em. λmax (nm),12,27.3064,38.664,0.6452,0.7552,10.1016/j.dyepig.2018.04.070
per_pub,GATv2,1,ΦF (quantum yield),12,0.2424,0.2607,0.2415,0.8616,10.1016/j.dyepig.2018.04.070
per_pub,GATv2,1,log ε,12,0.2554,0.3457,-0.7719,-0.5988,10.1016/j.dyepig.2018.04.070
per_pub,GATv2,1,Abs. λmax (nm),43,17.0522,24.3258,-7.5976,0.2754,10.1021/acs.joc.8b02933
per_pub,GATv2,1,Em. λmax (nm),43,29.7328,38.6544,-12.8386,0.1295,10.1021/acs.joc.8b02933
per_pub,GATv2,1,ΦF (quantum yield),43,0.3458,0.3931,-3.062,0.2771,10.1021/acs.joc.8b02933
per_pub,GATv2,1,log ε,43,0.4049,0.4202,-14.5378,0.2401,10.1021/acs.joc.8b02933
per_pub,MLP,2,Abs. λmax (nm),138,35.4795,40.9512,-0.1791,0.5884,10.1021/acs.joc.6b00414
per_pub,MLP,2,Em. λmax (nm),138,33.6002,39.7998,0.1985,0.6422,10.1021/acs.joc.6b00414
per_pub,MLP,2,ΦF (quantum yield),138,0.2932,0.3262,0.2717,0.5999,10.1021/acs.joc.6b00414
per_pub,MLP,2,log ε,138,0.1586,0.2115,0.0308,0.2054,10.1021/acs.joc.6b00414
per_pub,MLP,2,Abs. λmax (nm),22,28.5836,36.2272,0.1088,0.6768,10.1021/ol202379w
per_pub,MLP,2,Em. λmax (nm),22,51.8149,61.9584,-1.5047,0.6913,10.1021/ol202379w
per_pub,MLP,2,ΦF (quantum yield),20,0.3987,0.4365,-4.2971,0.3384,10.1021/ol202379w
per_pub,MLP,2,Abs. λmax (nm),100,26.1321,33.1585,0.4063,0.6012,10.1016/j.dyepig.2018.01.043
per_pub,MLP,2,Em. λmax (nm),100,23.6213,31.8145,0.1632,0.451,10.1016/j.dyepig.2018.01.043
per_pub,MLP,2,ΦF (quantum yield),70,0.2638,0.3379,-0.506,-0.0404,10.1016/j.dyepig.2018.01.043
per_pub,MLP,2,Abs. λmax (nm),96,27.1252,31.9738,0.6132,0.8473,10.1021/acs.joc.9b01425
per_pub,MLP,2,Em. λmax (nm),96,18.2094,23.0693,0.7532,0.9053,10.1021/acs.joc.9b01425
per_pub,MLP,2,ΦF (quantum yield),96,0.2256,0.2661,-0.0133,0.2745,10.1021/acs.joc.9b01425
per_pub,MLP,2,log ε,96,0.1632,0.1968,-0.1368,0.4976,10.1021/acs.joc.9b01425
per_pub,MLP,2,Abs. λmax (nm),23,39.2664,47.79,-0.9666,0.2054,10.1021/acs.joc.9b00020
per_pub,MLP,2,Em. λmax (nm),23,13.393,17.0053,0.2962,0.7267,10.1021/acs.joc.9b00020
per_pub,MLP,2,ΦF (quantum yield),23,0.168,0.2054,-0.0371,0.5244,10.1021/acs.joc.9b00020
per_pub,MLP,2,log ε,23,0.2553,0.2768,-8.9744,-0.1998,10.1021/acs.joc.9b00020
per_pub,MLP,2,Abs. λmax (nm),83,47.3979,58.924,-6.3249,0.5542,10.1021/ol503379c
per_pub,MLP,2,Em. λmax (nm),83,65.1833,74.4705,-13.7722,0.5287,10.1021/ol503379c
per_pub,MLP,2,ΦF (quantum yield),83,0.3552,0.3922,-1.8423,0.0269,10.1021/ol503379c
per_pub,MLP,2,log ε,81,0.1525,0.1732,-3.0316,0.3746,10.1021/ol503379c
per_pub,MLP,2,Abs. λmax (nm),96,28.3239,32.6017,-8.663,0.5124,10.1039/c7cp08472b
per_pub,MLP,2,Em. λmax (nm),96,41.3741,44.082,-14.2023,0.3665,10.1039/c7cp08472b
per_pub,MLP,2,ΦF (quantum yield),90,0.2871,0.3074,0.2838,0.7376,10.1039/c7cp08472b
per_pub,MLP,2,Abs. λmax (nm),35,21.3142,24.7716,-1.77,0.3301,10.1021/acs.joc.8b01429
per_pub,MLP,2,Em. λmax (nm),35,52.9386,62.3971,-4.7456,-0.0814,10.1021/acs.joc.8b01429
per_pub,MLP,2,ΦF (quantum yield),33,0.2465,0.2724,0.1945,0.6665,10.1021/acs.joc.8b01429
per_pub,MLP,2,log ε,35,0.1415,0.1782,-0.0863,0.303,10.1021/acs.joc.8b01429
per_pub,MLP,2,Abs. λmax (nm),90,17.3476,20.8146,0.1122,0.674,10.1016/j.tet.2011.11.070
per_pub,MLP,2,Em. λmax (nm),90,14.3149,17.6169,0.3679,0.7847,10.1016/j.tet.2011.11.070
per_pub,MLP,2,ΦF (quantum yield),90,0.4578,0.4907,-3.2878,0.6633,10.1016/j.tet.2011.11.070
per_pub,MLP,2,log ε,90,0.2813,0.3375,-1.0243,0.2479,10.1016/j.tet.2011.11.070
per_pub,MLP,2,Abs. λmax (nm),14,63.8056,75.7578,-3.4215,0.5061,10.1016/j.jphotobiol.2017.12.006
per_pub,MLP,2,Em. λmax (nm),14,53.2745,64.7428,-18.7429,0.7319,10.1016/j.jphotobiol.2017.12.006
per_pub,MLP,2,ΦF (quantum yield),14,0.3895,0.4176,-3.1554,0.1371,10.1016/j.jphotobiol.2017.12.006
per_pub,MLP,2,log ε,14,0.187,0.2035,-6.8141,0.5149,10.1016/j.jphotobiol.2017.12.006
per_pub,MLP,2,Abs. λmax (nm),12,20.9988,27.784,-2.3073,0.7811,10.1016/j.dyepig.2018.04.070
per_pub,MLP,2,Em. λmax (nm),12,37.9903,49.9393,0.408,0.5804,10.1016/j.dyepig.2018.04.070
per_pub,MLP,2,ΦF (quantum yield),12,0.2483,0.3032,-0.0258,0.3643,10.1016/j.dyepig.2018.04.070
per_pub,MLP,2,log ε,12,0.2715,0.3518,-0.8356,-0.2904,10.1016/j.dyepig.2018.04.070
per_pub,MLP,2,Abs. λmax (nm),43,47.6451,49.9679,-35.2762,0.3378,10.1021/acs.joc.8b02933
per_pub,MLP,2,Em. λmax (nm),43,59.4727,61.7723,-34.3412,0.3582,10.1021/acs.joc.8b02933
per_pub,MLP,2,ΦF (quantum yield),43,0.4023,0.4527,-4.3893,0.3507,10.1021/acs.joc.8b02933
per_pub,MLP,2,log ε,43,0.2883,0.3043,-7.15,0.4249,10.1021/acs.joc.8b02933
per_pub,1D-CNN,2,Abs. λmax (nm),138,40.8792,50.4218,-0.7875,0.2655,10.1021/acs.joc.6b00414
per_pub,1D-CNN,2,Em. λmax (nm),138,42.667,53.0638,-0.4248,0.3752,10.1021/acs.joc.6b00414
per_pub,1D-CNN,2,ΦF (quantum yield),138,0.396,0.4479,-0.3727,0.0438,10.1021/acs.joc.6b00414
per_pub,1D-CNN,2,log ε,138,0.1582,0.2034,0.1036,0.3563,10.1021/acs.joc.6b00414
per_pub,1D-CNN,2,Abs. λmax (nm),22,49.2184,56.703,-1.1834,0.7252,10.1021/ol202379w
per_pub,1D-CNN,2,Em. λmax (nm),22,68.1937,76.2213,-2.7907,0.7532,10.1021/ol202379w
per_pub,1D-CNN,2,ΦF (quantum yield),20,0.5121,0.5653,-7.8847,-0.0121,10.1021/ol202379w
per_pub,1D-CNN,2,Abs. λmax (nm),100,31.4556,40.7013,0.1054,0.392,10.1016/j.dyepig.2018.01.043
per_pub,1D-CNN,2,Em. λmax (nm),100,30.9761,38.775,-0.243,0.2601,10.1016/j.dyepig.2018.01.043
per_pub,1D-CNN,2,ΦF (quantum yield),70,0.2691,0.3378,-0.5052,-0.341,10.1016/j.dyepig.2018.01.043
per_pub,1D-CNN,2,Abs. λmax (nm),96,29.5761,35.484,0.5236,0.794,10.1021/acs.joc.9b01425
per_pub,1D-CNN,2,Em. λmax (nm),96,29.7621,36.3843,0.3861,0.8474,10.1021/acs.joc.9b01425
per_pub,1D-CNN,2,ΦF (quantum yield),96,0.2747,0.318,-0.4475,0.1226,10.1021/acs.joc.9b01425
per_pub,1D-CNN,2,log ε,96,0.0974,0.1175,0.595,0.7163,10.1021/acs.joc.9b01425
per_pub,1D-CNN,2,Abs. λmax (nm),23,30.375,35.9972,-0.1158,0.784,10.1021/acs.joc.9b00020
per_pub,1D-CNN,2,Em. λmax (nm),23,33.4279,38.0322,-2.5205,0.2711,10.1021/acs.joc.9b00020
per_pub,1D-CNN,2,ΦF (quantum yield),23,0.1813,0.2146,-0.1322,0.5725,10.1021/acs.joc.9b00020
per_pub,1D-CNN,2,log ε,23,0.2221,0.2562,-7.5444,-0.0035,10.1021/acs.joc.9b00020
per_pub,1D-CNN,2,Abs. λmax (nm),83,39.7396,43.4404,-2.9811,0.7237,10.1021/ol503379c
per_pub,1D-CNN,2,Em. λmax (nm),83,83.5715,86.8137,-19.0749,0.6637,10.1021/ol503379c
per_pub,1D-CNN,2,ΦF (quantum yield),83,0.5053,0.5436,-4.4608,0.2042,10.1021/ol503379c
per_pub,1D-CNN,2,log ε,81,0.1772,0.2079,-4.8105,-0.2871,10.1021/ol503379c
per_pub,1D-CNN,2,Abs. λmax (nm),96,46.0557,54.2006,-25.7077,0.3148,10.1039/c7cp08472b
per_pub,1D-CNN,2,Em. λmax (nm),96,61.2478,69.934,-37.2615,0.2632,10.1039/c7cp08472b
per_pub,1D-CNN,2,ΦF (quantum yield),90,0.356,0.3907,-0.1574,0.4157,10.1039/c7cp08472b
per_pub,1D-CNN,2,Abs. λmax (nm),35,47.881,53.0977,-11.7267,0.1274,10.1021/acs.joc.8b01429
per_pub,1D-CNN,2,Em. λmax (nm),35,79.3948,89.7166,-10.8782,0.1102,10.1021/acs.joc.8b01429
per_pub,1D-CNN,2,ΦF (quantum yield),33,0.2434,0.2798,0.1499,0.4374,10.1021/acs.joc.8b01429
per_pub,1D-CNN,2,log ε,35,0.1625,0.211,-0.5228,0.2936,10.1021/acs.joc.8b01429
per_pub,1D-CNN,2,Abs. λmax (nm),90,13.3417,15.531,0.5057,0.8838,10.1016/j.tet.2011.11.070
per_pub,1D-CNN,2,Em. λmax (nm),90,11.6082,13.6877,0.6184,0.7361,10.1016/j.tet.2011.11.070
per_pub,1D-CNN,2,ΦF (quantum yield),90,0.317,0.3526,-1.2145,0.502,10.1016/j.tet.2011.11.070
per_pub,1D-CNN,2,log ε,90,0.3006,0.3665,-1.3873,-0.2169,10.1016/j.tet.2011.11.070
per_pub,1D-CNN,2,Abs. λmax (nm),14,58.0872,65.0387,-2.2588,0.6403,10.1016/j.jphotobiol.2017.12.006
per_pub,1D-CNN,2,Em. λmax (nm),14,65.5865,69.9239,-22.0292,0.7846,10.1016/j.jphotobiol.2017.12.006
per_pub,1D-CNN,2,ΦF (quantum yield),14,0.5402,0.5622,-6.5312,0.5013,10.1016/j.jphotobiol.2017.12.006
per_pub,1D-CNN,2,log ε,14,0.1655,0.1974,-6.3496,-0.4444,10.1016/j.jphotobiol.2017.12.006
per_pub,1D-CNN,2,Abs. λmax (nm),12,20.4681,32.3675,-3.4885,0.5919,10.1016/j.dyepig.2018.04.070
per_pub,1D-CNN,2,Em. λmax (nm),12,44.8577,61.5713,0.1001,0.6713,10.1016/j.dyepig.2018.04.070
per_pub,1D-CNN,2,ΦF (quantum yield),12,0.222,0.2563,0.2669,0.7461,10.1016/j.dyepig.2018.04.070
per_pub,1D-CNN,2,log ε,12,0.1975,0.2808,-0.1696,0.0394,10.1016/j.dyepig.2018.04.070
per_pub,1D-CNN,2,Abs. λmax (nm),43,90.3267,92.535,-123.409,-0.1139,10.1021/acs.joc.8b02933
per_pub,1D-CNN,2,Em. λmax (nm),43,97.983,100.7066,-92.9311,0.1867,10.1021/acs.joc.8b02933
per_pub,1D-CNN,2,ΦF (quantum yield),43,0.3502,0.4041,-3.2936,0.4853,10.1021/acs.joc.8b02933
per_pub,1D-CNN,2,log ε,43,0.1274,0.1446,-0.8408,0.1695,10.1021/acs.joc.8b02933
per_pub,Transformer,2,Abs. λmax (nm),138,33.6152,38.5447,-0.0446,0.4379,10.1021/acs.joc.6b00414
per_pub,Transformer,2,Em. λmax (nm),138,26.9815,33.0537,0.4472,0.6632,10.1021/acs.joc.6b00414
per_pub,Transformer,2,ΦF (quantum yield),138,0.3373,0.3706,0.06,0.4544,10.1021/acs.joc.6b00414
per_pub,Transformer,2,log ε,138,0.1715,0.2202,-0.0508,0.043,10.1021/acs.joc.6b00414
per_pub,Transformer,2,Abs. λmax (nm),22,38.8146,45.5468,-0.4087,0.7132,10.1021/ol202379w
per_pub,Transformer,2,Em. λmax (nm),22,53.0668,59.8436,-1.3367,0.7032,10.1021/ol202379w
per_pub,Transformer,2,ΦF (quantum yield),20,0.2927,0.328,-1.9911,0.517,10.1021/ol202379w
per_pub,Transformer,2,Abs. λmax (nm),100,39.0067,46.6557,-0.1755,0.4181,10.1016/j.dyepig.2018.01.043
per_pub,Transformer,2,Em. λmax (nm),100,39.6884,47.9364,-0.8997,0.4387,10.1016/j.dyepig.2018.01.043
per_pub,Transformer,2,ΦF (quantum yield),70,0.3049,0.3762,-0.8675,-0.3726,10.1016/j.dyepig.2018.01.043
per_pub,Transformer,2,Abs. λmax (nm),96,40.4964,50.3262,0.0417,0.3028,10.1021/acs.joc.9b01425
per_pub,Transformer,2,Em. λmax (nm),96,36.8333,46.0598,0.0161,0.3283,10.1021/acs.joc.9b01425
